customer_id,is_premium,pet_type,total_orders,total_spend
828,FALSE,Dog,10,3603.14
829,TRUE,Dog,7,0
830,TRUE,Cat,9,2874.43
831,FALSE,Dog,11,0
832,TRUE,Cat,17,373.7
833,FALSE,Cat,11,4860.8
834,FALSE,Dog,15,3018.58
835,TRUE,Cat,11,4205.37
836,TRUE,Cat,10,4711.35
837,FALSE,Both,5,0
838,TRUE,Cat,10,6395.08
839,FALSE,Cat,8,5712.86
840,TRUE,Dog,8,2631.36
841,FALSE,Dog,18,4394.1
842,TRUE,Dog,11,403.5
843,TRUE,Cat,10,5905.9
844,TRUE,Cat,11,405.76
845,TRUE,Dog,16,3217.08
846,FALSE,Both,8,1899.98
847,FALSE,Cat,14,788.64
848,FALSE,Cat,13,559.46
849,TRUE,Cat,12,0
850,FALSE,Cat,8,1462.77
851,FALSE,Dog,9,0
852,TRUE,Dog,10,1153.78
853,TRUE,Dog,8,0
854,TRUE,Both,13,1343.3
855,FALSE,Cat,16,0
856,TRUE,Dog,10,663.55
857,TRUE,Dog,10,0
858,TRUE,Dog,11,3145.27
859,FALSE,Cat,14,1497.36
860,TRUE,Dog,6,0
861,FALSE,Cat,8,0
862,TRUE,Dog,11,1421.73
863,TRUE,Dog,10,4129.45
864,FALSE,Dog,12,1786.4
865,TRUE,Both,10,0
866,FALSE,Both,7,1121.51
867,TRUE,Dog,14,2027.48
868,FALSE,Dog,17,2013.72
869,TRUE,Dog,12,2080.44
870,FALSE,Dog,4,0
871,FALSE,Dog,13,4289.28
872,FALSE,Dog,11,1568.82
873,TRUE,Dog,10,2309.14
874,FALSE,Dog,7,741.83
875,FALSE,Dog,11,403.5
876,TRUE,Cat,10,4116.45
877,FALSE,Cat,10,5082.59
878,TRUE,Dog,9,5006.69
879,TRUE,Dog,10,8901.47
880,TRUE,Cat,9,2740.72
881,FALSE,Cat,5,0
882,FALSE,Dog,8,1089.71
883,FALSE,Dog,15,5014.12
884,FALSE,Cat,17,0
885,TRUE,Dog,10,3918.04
886,TRUE,Both,11,2853.98
887,TRUE,Both,13,2566.9
888,TRUE,Dog,10,0
889,FALSE,Dog,8,1444.46
890,TRUE,Both,14,3444.81
891,FALSE,Cat,10,1976.84
892,FALSE,Cat,15,4913.79
893,TRUE,Dog,8,1069.16
894,FALSE,Cat,13,1778.04
895,FALSE,Cat,11,3839.59
896,FALSE,Cat,14,924.41
897,TRUE,Dog,9,5623.2
898,TRUE,Cat,10,1585.92
899,TRUE,Cat,11,6330.21
900,FALSE,Cat,9,1430.18
901,FALSE,Dog,15,373.7
902,TRUE,Cat,10,499.12
903,FALSE,Dog,12,14191.71
904,TRUE,Cat,11,1761.38
905,FALSE,Dog,9,7544.4
906,TRUE,Cat,5,0
907,FALSE,Dog,17,1803.21
908,TRUE,Cat,11,0
909,TRUE,Dog,16,3045.91
910,FALSE,Dog,9,1606.77
911,FALSE,Dog,6,201.81
912,TRUE,Dog,7,2216.26
913,FALSE,Dog,11,1811.58
914,FALSE,Both,8,4210.92
915,TRUE,Dog,11,0
916,TRUE,Dog,12,1714.44
917,TRUE,Cat,11,4245.86
918,FALSE,Dog,10,1236.36
919,TRUE,Dog,7,0
920,TRUE,Both,10,0
921,FALSE,Dog,6,442.42
922,FALSE,Cat,11,4297.78
923,FALSE,Dog,6,0
924,FALSE,Dog,11,119.82
925,FALSE,Cat,7,0
926,TRUE,Cat,11,2028.67
927,FALSE,Both,15,0
928,TRUE,Cat,12,622.02
929,TRUE,Cat,6,1001.11
930,TRUE,Dog,9,2977.08
931,FALSE,Dog,17,237.32
932,FALSE,Both,16,2585.25
933,TRUE,Dog,9,2225.49
934,FALSE,Cat,10,528.64
935,TRUE,Dog,10,4513.06
936,FALSE,Cat,7,2796.63
937,TRUE,Cat,10,229.33
938,TRUE,Cat,15,4047.93
939,FALSE,Dog,9,0
940,FALSE,Dog,7,826
941,TRUE,Cat,11,1118.92
942,TRUE,Cat,11,4345.86
943,TRUE,Cat,12,0
944,FALSE,Dog,11,3222.47
945,TRUE,Cat,15,4348.11
946,FALSE,Dog,7,2486.38
947,TRUE,Dog,11,3003.33
948,FALSE,Dog,14,2552.07
949,FALSE,Dog,9,4650.62
950,TRUE,Cat,9,2204.82
951,TRUE,Cat,6,0
952,FALSE,Dog,8,1221.72
953,TRUE,Both,9,0
954,TRUE,Cat,6,0
955,TRUE,Cat,7,0
956,TRUE,Cat,3,0
957,TRUE,Cat,9,0
958,FALSE,Dog,12,7530.65
959,FALSE,Dog,17,1010.4
960,FALSE,Cat,14,2243.22
961,FALSE,Cat,14,5418.03
962,TRUE,Dog,10,1323.56
963,TRUE,Dog,17,0
964,TRUE,Cat,14,8200.03
965,FALSE,Dog,13,4676.97
966,TRUE,Dog,13,1154.51
967,TRUE,Both,6,3891.24
968,FALSE,Cat,8,0
969,FALSE,Dog,9,2572.2
970,FALSE,Dog,6,3661.47
971,FALSE,Cat,10,3674.4
972,FALSE,Cat,9,2180.88
973,TRUE,Cat,9,0
974,FALSE,Dog,8,0
975,TRUE,Cat,12,5317.01
976,TRUE,Cat,9,461.92
977,FALSE,Cat,14,2652.38
978,TRUE,Dog,12,2973.14
979,TRUE,Cat,8,0
980,TRUE,Cat,11,0
981,FALSE,Cat,10,7916.05
982,TRUE,Cat,8,0
983,FALSE,Cat,9,0
984,TRUE,Cat,7,0
985,FALSE,Cat,15,1088.04
986,FALSE,Cat,6,0
987,TRUE,Dog,14,2519.78
988,FALSE,Dog,8,0
989,FALSE,Cat,14,4595.57
990,TRUE,Cat,12,2744.4
991,TRUE,Cat,9,4468.68
992,FALSE,Dog,12,9611.14
993,FALSE,Cat,11,0
994,FALSE,Cat,12,2225.49
995,FALSE,Dog,10,4266.15
996,TRUE,Dog,8,1754.19
997,TRUE,Cat,12,3905.58
998,TRUE,Cat,8,2650.77
999,FALSE,Cat,7,823.9
1000,TRUE,Cat,8,4430.2
1001,TRUE,Cat,15,0
1002,FALSE,Cat,10,0
1003,FALSE,Cat,12,1961.89
1004,TRUE,Dog,9,0
1005,FALSE,Dog,16,5519.96
1006,FALSE,Dog,13,2309.14
1007,FALSE,Cat,16,4219.09
1008,TRUE,Both,7,1440.66
1009,TRUE,Dog,9,725.36
1010,FALSE,Cat,11,0
1011,FALSE,Cat,10,1076.84
1012,FALSE,Cat,9,0
1013,FALSE,Cat,6,0
1014,TRUE,Cat,9,5596.86
1015,TRUE,Cat,10,1546.81
1016,FALSE,Dog,9,0
1017,FALSE,Dog,7,0
1018,TRUE,Cat,7,1182
1019,TRUE,Cat,15,3034.18
1020,FALSE,Dog,7,2997.3
1021,TRUE,Cat,9,0
1022,TRUE,Cat,8,0
1023,FALSE,Dog,9,3076.62
1024,TRUE,Cat,11,0
1025,TRUE,Cat,11,6970.79
1026,FALSE,Cat,14,8264.84
1027,TRUE,Cat,7,0
1028,FALSE,Dog,13,926.24
1029,FALSE,Cat,15,201.81
1030,FALSE,Cat,13,0
1031,TRUE,Cat,12,3898.51
1032,FALSE,Dog,11,0
1033,FALSE,Dog,12,163.95
1034,FALSE,Dog,8,735.46
1035,FALSE,Cat,12,8727.95
1036,TRUE,Cat,10,4866.42
1037,TRUE,Dog,9,0
1038,FALSE,Dog,3,0
1039,FALSE,Dog,12,3227.03
1040,FALSE,Cat,10,1251.9
1041,TRUE,Dog,5,451.46
1042,TRUE,Cat,13,3725.7
1043,TRUE,Cat,6,0
1044,TRUE,Dog,3,0
1045,FALSE,Cat,11,0
1046,TRUE,Both,8,3954.48
1047,FALSE,Both,13,0
1048,TRUE,Both,9,5660.67
1049,FALSE,Cat,6,2792.82
1050,FALSE,Dog,13,16073.72
1051,TRUE,Dog,11,4717.46
1052,TRUE,Cat,10,1784.67
1053,TRUE,Both,11,5619.15
1054,FALSE,Cat,9,5020.71
1055,FALSE,Cat,12,0
1056,TRUE,Dog,13,4410.83
1057,FALSE,Dog,6,0
1058,FALSE,Dog,10,6853.56
1059,FALSE,Dog,7,786.77
1060,TRUE,Cat,16,8369.04
1061,TRUE,Dog,9,6902.69
1062,FALSE,Cat,9,1196.16
1063,FALSE,Dog,11,999.94
1064,FALSE,Both,14,4153.98
1065,FALSE,Dog,7,4401.5
1066,TRUE,Dog,9,926.24
1067,TRUE,Cat,14,1554.76
1068,FALSE,Cat,8,2491.14
1069,TRUE,Dog,17,3226.92
1070,FALSE,Cat,6,1044.96
1071,TRUE,Dog,10,0
1072,TRUE,Dog,13,7754.73
1073,FALSE,Cat,7,0
1074,FALSE,Cat,16,4127.94
1075,TRUE,Dog,16,2768.43
1076,TRUE,Cat,7,0
1077,TRUE,Cat,5,4835.71
1078,TRUE,Cat,9,387.39
1079,FALSE,Cat,8,0
1080,FALSE,Cat,10,1454.27
1081,FALSE,Cat,6,0
1082,FALSE,Dog,6,0
1083,TRUE,Cat,9,5428.17
1084,TRUE,Cat,12,731.52
1085,FALSE,Dog,9,0
1086,FALSE,Cat,11,474.64
1087,TRUE,Cat,7,783.6
1088,TRUE,Both,11,0
1089,FALSE,Dog,8,0
1090,TRUE,Dog,10,787.5
1091,TRUE,Cat,14,3921.78
1092,TRUE,Cat,8,3941.51
1093,FALSE,Cat,11,0
1094,TRUE,Dog,11,4085.31
1095,FALSE,Cat,11,0
1096,FALSE,Cat,11,0
1097,FALSE,Cat,9,0
1098,TRUE,Both,12,3311.75
1099,FALSE,Dog,9,3253.46
1100,FALSE,Cat,11,3927.84
1101,FALSE,Cat,15,4362.81
1102,TRUE,Cat,14,814.48
1103,TRUE,Cat,11,0
1104,TRUE,Cat,11,663.55
1105,FALSE,Cat,5,358.66
1106,FALSE,Dog,5,0
1107,FALSE,Cat,8,0
1108,FALSE,Cat,15,6666.56
1109,FALSE,Cat,11,0
1110,TRUE,Cat,8,3557.37
1111,TRUE,Dog,9,2519.39
1112,TRUE,Cat,10,1063.5
1113,TRUE,Dog,12,6828.6
1114,TRUE,Cat,14,1374.33
1115,TRUE,Cat,11,5471.54
1116,TRUE,Dog,7,3305.31
1117,FALSE,Both,9,4499.32
1118,TRUE,Both,11,3721.31
1119,FALSE,Dog,7,2409.24
1120,TRUE,Dog,11,2104.57
1121,TRUE,Cat,8,0
1122,FALSE,Dog,10,4212.6
1123,FALSE,Cat,2,2153.68
1124,TRUE,Cat,6,733.38
1125,FALSE,Dog,8,2360.31
1126,FALSE,Dog,10,3109.83
1127,TRUE,Cat,10,2979.33
1128,FALSE,Cat,10,538.79
1129,TRUE,Cat,7,3638.73
1130,TRUE,Cat,10,3597.22
1131,TRUE,Dog,8,831.18
1132,TRUE,Cat,11,0
1133,FALSE,Dog,9,792.3
1134,FALSE,Both,14,0
1135,FALSE,Dog,8,0
1136,TRUE,Dog,11,5683.95
1137,FALSE,Cat,11,0
1138,FALSE,Cat,16,3725.76
1139,FALSE,Cat,10,1318.16
1140,TRUE,Dog,10,660.6
1141,FALSE,Cat,10,0
1142,FALSE,Cat,9,1848.82
1143,TRUE,Cat,9,6630.77
1144,TRUE,Cat,8,1036.61
1145,FALSE,Cat,12,4594.02
1146,FALSE,Cat,8,3610.14
1147,FALSE,Both,10,1071.18
1148,TRUE,Cat,9,2258.62
1149,TRUE,Dog,6,554.12
1150,FALSE,Dog,15,6031.37
1151,TRUE,Dog,13,4232.88
1152,FALSE,Dog,14,1162.7
1153,FALSE,Dog,13,2664.05
1154,FALSE,Cat,13,2650.77
1155,FALSE,Dog,12,884.84
1156,FALSE,Dog,7,0
1157,FALSE,Dog,12,2501.06
1158,FALSE,Both,6,0
1159,TRUE,Dog,14,5138.48
1160,TRUE,Dog,10,6737.84
1161,TRUE,Cat,13,1913.58
1162,TRUE,Dog,10,6815.81
1163,FALSE,Cat,8,3329.06
1164,FALSE,Dog,11,3930.82
1165,FALSE,Cat,12,1726.99
1166,TRUE,Cat,6,559.46
1167,TRUE,Cat,4,1346.74
1168,FALSE,Cat,12,2309.14
1169,TRUE,Dog,12,6579.91
1170,FALSE,Dog,7,2937.63
1171,TRUE,Cat,6,4086.75
1172,FALSE,Cat,7,3861.85
1173,TRUE,Cat,13,2317.69
1174,FALSE,Cat,9,3018.73
1175,FALSE,Cat,11,2268.76
1176,TRUE,Both,11,2733.3
1177,FALSE,Both,8,0
1178,FALSE,Dog,14,3179.58
1179,FALSE,Dog,13,0
1180,FALSE,Both,11,528
1181,FALSE,Cat,7,1352.16
1182,FALSE,Dog,13,4945.17
1183,FALSE,Cat,8,2734.88
1184,TRUE,Cat,11,0
1185,TRUE,Dog,6,0
1186,TRUE,Dog,10,1454.27
1187,FALSE,Cat,9,2566.9
1188,TRUE,Dog,13,1154.57
1189,FALSE,Both,14,2679.76
1190,FALSE,Dog,8,4348.11
1191,FALSE,Both,11,1102.85
1192,FALSE,Dog,8,1134.38
1193,FALSE,Dog,8,2133.66
1194,TRUE,Cat,5,0
1195,TRUE,Both,9,0
1196,FALSE,Both,8,0
1197,FALSE,Dog,11,0
1198,FALSE,Dog,5,1424.22
1199,TRUE,Dog,8,2894.96
1200,FALSE,Cat,12,613.12
1201,FALSE,Dog,7,2746.16
1202,TRUE,Cat,10,0
1203,TRUE,Cat,11,7306.76
1204,TRUE,Cat,14,0
1205,TRUE,Dog,13,1334.08
1206,FALSE,Dog,14,0
1207,FALSE,Dog,13,2228.56
1208,FALSE,Dog,12,7920.04
1209,TRUE,Dog,13,0
1210,FALSE,Cat,10,0
1211,TRUE,Cat,13,10107
1212,FALSE,Cat,10,0
1213,TRUE,Dog,9,0
1214,FALSE,Cat,5,2151.28
1215,TRUE,Dog,10,2542.14
1216,TRUE,Dog,11,992.36
1217,TRUE,Cat,10,0
1218,FALSE,Cat,14,0
1219,FALSE,Cat,10,3862.1
1220,TRUE,Dog,9,709
1221,TRUE,Cat,9,0
1222,FALSE,Dog,7,0
1223,FALSE,Dog,10,4038.72
1224,TRUE,Dog,10,1241.9
1225,FALSE,Cat,13,3905.58
1226,TRUE,Cat,11,1453.92
1227,FALSE,Dog,12,2747.64
1228,FALSE,Cat,6,3238.46
1229,FALSE,Cat,5,0
1230,TRUE,Dog,15,4020.26
1231,TRUE,Dog,2,0
1232,TRUE,Dog,9,0
1233,TRUE,Both,11,2265.09
1234,TRUE,Cat,10,407.24
1235,TRUE,Dog,9,1954.97
1236,FALSE,Both,3,0
1237,FALSE,Dog,10,741.42
1238,TRUE,Dog,9,0
1239,FALSE,Dog,14,1892.37
1240,FALSE,Cat,11,0
1241,TRUE,Dog,11,3976.8
1242,FALSE,Cat,11,0
1243,FALSE,Cat,10,2773.23
1244,TRUE,Cat,10,0
1245,FALSE,Dog,13,8247.5
1246,TRUE,Dog,8,0
1247,TRUE,Dog,10,0
1248,FALSE,Both,14,0
1249,TRUE,Cat,13,3985.22
1250,FALSE,Cat,9,883.59
1251,TRUE,Dog,7,0
1252,FALSE,Cat,11,0
1253,TRUE,Dog,9,404.38
1254,FALSE,Cat,2,0
1255,FALSE,Cat,11,4833.74
1256,TRUE,Dog,6,1323.56
1257,FALSE,Dog,14,2142.1
1258,TRUE,Cat,12,0
1259,TRUE,Dog,5,169.03
1260,FALSE,Both,9,247.28
1261,TRUE,Cat,13,4881.94
1262,TRUE,Dog,9,0
1263,FALSE,Dog,13,2728.15
1264,FALSE,Cat,12,4195.75
1265,TRUE,Cat,9,0
1266,FALSE,Cat,11,3094.24
1267,FALSE,Dog,12,486.51
1268,FALSE,Dog,15,3679.3
1269,TRUE,Dog,9,0
1270,TRUE,Cat,15,1048.16
1271,FALSE,Dog,13,4633.72
1272,TRUE,Cat,13,2844.1
1273,TRUE,Cat,12,1346.74
1274,TRUE,Cat,12,1131.88
1275,TRUE,Cat,11,0
1276,TRUE,Cat,5,5228.29
1277,TRUE,Cat,11,0
1278,TRUE,Cat,10,734.94
1279,TRUE,Cat,11,0
1280,FALSE,Dog,13,3997.49
1281,TRUE,Dog,11,3828.24
1282,TRUE,Cat,4,1098.92
1283,FALSE,Dog,11,1958.42
1284,FALSE,Cat,10,0
1285,TRUE,Cat,20,5859.27
1286,FALSE,Cat,9,0
1287,TRUE,Cat,14,578.79
1288,FALSE,Dog,5,3587.19
1289,TRUE,Both,11,1848.82
1290,FALSE,Cat,8,0
1291,TRUE,Cat,5,5456.42
1292,TRUE,Cat,14,8927.54
1293,TRUE,Cat,14,3009.54
1294,FALSE,Cat,9,0
1295,TRUE,Cat,6,0
1296,FALSE,Dog,7,2465.28
1297,TRUE,Dog,13,897.2
1298,TRUE,Dog,11,2908.54
1299,TRUE,Cat,12,0
1300,FALSE,Cat,8,0
1301,FALSE,Cat,7,3661.47
1302,TRUE,Dog,13,2365.47
1303,FALSE,Both,5,999.94
1304,FALSE,Cat,7,1241.9
1305,FALSE,Cat,12,1593.84
1306,FALSE,Dog,5,0
1307,FALSE,Dog,9,0
1308,TRUE,Both,13,3638.61
1309,FALSE,Cat,11,2153.68
1310,TRUE,Dog,11,0
1311,TRUE,Cat,15,8798.8
1312,FALSE,Cat,13,1068.08
1313,FALSE,Dog,9,8074.12
1314,FALSE,Dog,7,0
1315,FALSE,Both,4,0
1316,FALSE,Dog,7,7233.81
1317,TRUE,Dog,10,1283.16
1318,FALSE,Cat,12,0
1319,TRUE,Dog,11,0
1320,TRUE,Dog,5,2440.98
1321,TRUE,Dog,3,2362.9
1322,FALSE,Both,17,3189.03
1323,TRUE,Cat,8,1071.18
1324,TRUE,Dog,9,0
1325,TRUE,Dog,7,0
1326,TRUE,Dog,11,0
1327,TRUE,Dog,12,3393.63
1328,TRUE,Dog,12,2511.48
1329,TRUE,Cat,3,0
1330,FALSE,Cat,12,0
1331,FALSE,Cat,6,7042.08
1332,TRUE,Dog,11,0
1333,TRUE,Cat,13,4814.64
1334,TRUE,Cat,8,0
1335,TRUE,Cat,10,2251.41
1336,TRUE,Cat,13,3425.47
1337,FALSE,Cat,8,256.07
1338,TRUE,Cat,7,0
1339,TRUE,Dog,9,2952.54
1340,TRUE,Dog,7,0
1341,FALSE,Dog,13,2741.43
1342,TRUE,Dog,9,3935.4
1343,FALSE,Cat,8,1399.26
1344,TRUE,Cat,8,0
1345,FALSE,Dog,12,2435.56
1346,TRUE,Both,10,0
1347,FALSE,Dog,10,0
1348,TRUE,Dog,4,0
1349,FALSE,Dog,13,2071.97
1350,TRUE,Dog,9,1899.49
1351,TRUE,Cat,6,4735.76
1352,TRUE,Cat,11,2031.36
1353,FALSE,Dog,6,0
1354,TRUE,Cat,11,2145.27
1355,FALSE,Cat,10,0
1356,TRUE,Cat,13,10027.47
1357,TRUE,Cat,8,0
1358,TRUE,Dog,12,4610.81
1359,FALSE,Cat,9,1602.92
1360,FALSE,Both,14,5593.97
1361,TRUE,Dog,11,2987.25
1362,TRUE,Dog,11,4730.8
1363,FALSE,Cat,9,4093.74
1364,TRUE,Cat,14,3480.25
1365,TRUE,Dog,9,3286.05
1366,FALSE,Dog,6,0
1367,TRUE,Cat,12,0
1368,FALSE,Cat,8,554.12
1369,FALSE,Both,10,735.46
1370,TRUE,Cat,10,973.05
1371,TRUE,Both,9,1230.58
1372,TRUE,Cat,11,0
1373,TRUE,Dog,7,2692.23
1374,FALSE,Dog,11,9375.95
1375,FALSE,Both,19,5435.12
1376,TRUE,Dog,8,0
1377,TRUE,Dog,11,3557.37
1378,TRUE,Both,8,999.94
1379,TRUE,Dog,7,0
1380,TRUE,Dog,14,3038.39
1381,FALSE,Cat,12,4221.63
1382,TRUE,Dog,7,0
1383,TRUE,Dog,14,3077.34
1384,TRUE,Cat,8,2800.87
1385,FALSE,Dog,7,0
1386,TRUE,Cat,10,0
1387,FALSE,Cat,7,2061.15
1388,FALSE,Cat,13,1032.09
1389,TRUE,Dog,7,1032.09
1390,FALSE,Cat,12,788.64
1391,TRUE,Dog,10,3208.73
1392,FALSE,Dog,11,979.21
1393,TRUE,Dog,10,4735.07
1394,FALSE,Dog,8,0
1395,TRUE,Dog,10,8259.17
1396,TRUE,Dog,10,4353.62
1397,TRUE,Cat,11,3086.05
1398,TRUE,Dog,12,5399.16
1399,FALSE,Dog,19,4769.66
1400,TRUE,Dog,8,2761.07
1401,FALSE,Cat,9,5211.24
1402,TRUE,Cat,12,5516.03
1403,TRUE,Cat,6,0
1404,TRUE,Dog,9,1098.92
1405,FALSE,Cat,5,2139.62
1406,TRUE,Dog,8,0
1407,FALSE,Dog,9,0
1408,TRUE,Cat,9,1950.35
1409,TRUE,Cat,12,1826.06
1410,TRUE,Cat,9,3252.75
1411,FALSE,Dog,13,0
1412,FALSE,Dog,7,2502.9
1413,TRUE,Dog,9,0
1414,TRUE,Cat,17,4478.32
1415,TRUE,Cat,13,1779.45
1416,TRUE,Cat,12,2991.58
1417,FALSE,Cat,9,5553.81
1418,TRUE,Dog,13,0
1419,TRUE,Cat,15,5694.96
1420,FALSE,Dog,16,156.14
1421,FALSE,Dog,10,0
1422,TRUE,Both,13,1235.52
1423,FALSE,Both,7,0
1424,TRUE,Cat,11,4348.11
1425,TRUE,Cat,7,0
1426,FALSE,Cat,5,725.36
1427,TRUE,Cat,9,0
1428,FALSE,Cat,9,2427.33
1429,TRUE,Cat,7,5721
1430,TRUE,Dog,12,1966.23
1431,TRUE,Cat,13,3883.98
1432,FALSE,Cat,8,3770.01
1433,FALSE,Cat,11,1043.14
1434,FALSE,Cat,10,3508.12
1435,FALSE,Cat,10,1865.02
1436,TRUE,Cat,15,0
1437,TRUE,Dog,4,0
1438,TRUE,Dog,8,0
1439,TRUE,Both,7,0
1440,TRUE,Dog,13,1470.92
1441,FALSE,Dog,10,717.93
1442,FALSE,Dog,11,4167.43
1443,FALSE,Dog,8,1323.56
1444,TRUE,Cat,10,2440.98
1445,FALSE,Dog,6,615.8
1446,FALSE,Cat,7,5873.22
1447,FALSE,Cat,11,0
1448,TRUE,Cat,12,1374.33
1449,TRUE,Dog,11,404.38
1450,FALSE,Cat,12,1580.38
1451,TRUE,Both,12,6109.43
1452,TRUE,Both,10,1554.76
1453,TRUE,Cat,11,277.06
1454,TRUE,Cat,8,1966.58
1455,TRUE,Dog,5,1470.92
1456,TRUE,Cat,6,0
1457,FALSE,Dog,14,2759.61
1458,FALSE,Cat,12,2400.55
1459,TRUE,Dog,11,2123.96
1460,FALSE,Dog,5,0
1461,TRUE,Dog,13,1913.98
1462,FALSE,Cat,11,612.18
1463,TRUE,Cat,10,2997.62
1464,TRUE,Both,6,2461.16
1465,TRUE,Cat,9,1875.72
1466,TRUE,Cat,11,1374.33
1467,FALSE,Cat,8,2081.92
1468,FALSE,Dog,9,973.05
1469,TRUE,Cat,14,256.07
1470,TRUE,Dog,7,1292.33
1471,FALSE,Cat,10,4407.36
1472,TRUE,Dog,7,0
1473,FALSE,Dog,11,0
1474,TRUE,Dog,11,0
1475,TRUE,Both,7,3591
1476,FALSE,Dog,11,2258.62
1477,FALSE,Cat,14,2720.99
1478,TRUE,Dog,7,0
1479,TRUE,Cat,14,6840.81
1480,FALSE,Cat,11,702.01
1481,FALSE,Cat,12,2173.53
1482,FALSE,Both,16,744.92
1483,FALSE,Dog,10,3354.31
1484,FALSE,Cat,11,2704.32
1485,TRUE,Dog,5,307.67
1486,TRUE,Cat,12,440.66
1487,FALSE,Dog,9,4643.65
1488,FALSE,Cat,15,1440.99
1489,TRUE,Cat,9,2206.06
1490,FALSE,Dog,9,0
1491,FALSE,Dog,12,1720.34
1492,TRUE,Cat,6,1100.07
1493,FALSE,Cat,8,1652
1494,FALSE,Cat,15,4040.22
1495,TRUE,Dog,9,4844.92
1496,TRUE,Both,13,222.28
1497,FALSE,Cat,13,2987.25
1498,TRUE,Cat,9,711.96
1499,TRUE,Cat,6,403.5
1500,FALSE,Cat,13,6026.57
1501,TRUE,Cat,7,0
1502,FALSE,Cat,6,0
1503,FALSE,Cat,11,4673.53
1504,TRUE,Both,10,688.06
1505,FALSE,Dog,5,747.4
1506,FALSE,Cat,10,2195.32
1507,FALSE,Both,9,622.94
1508,TRUE,Cat,9,0
1509,FALSE,Cat,6,3674.9
1510,FALSE,Dog,8,0
1511,FALSE,Dog,9,0
1512,FALSE,Dog,8,0
1513,TRUE,Dog,13,927.55
1514,TRUE,Dog,11,3250.13
1515,TRUE,Cat,8,3406.25
1516,FALSE,Dog,10,0
1517,TRUE,Cat,8,0
1518,FALSE,Cat,10,0
1519,FALSE,Dog,7,0
1520,TRUE,Dog,9,4752.05
1521,FALSE,Cat,12,0
1522,FALSE,Both,13,3600.23
1523,FALSE,Dog,10,1454.27
1524,FALSE,Dog,14,3558.57
1525,TRUE,Cat,12,2849.97
1526,FALSE,Cat,13,4079.62
1527,TRUE,Dog,13,1712.28
1528,FALSE,Cat,15,7608.05
1529,FALSE,Dog,12,0
1530,FALSE,Dog,11,0
1531,TRUE,Cat,7,0
1532,TRUE,Cat,8,788.64
1533,TRUE,Both,8,4860.19
1534,TRUE,Cat,11,4654.3
1535,FALSE,Dog,17,0
1536,TRUE,Cat,8,1318.16
1537,TRUE,Dog,16,1981.29
1538,FALSE,Dog,6,0
1539,TRUE,Dog,11,4631.19
1540,TRUE,Both,6,622.94
1541,FALSE,Cat,15,5972.85
1542,TRUE,Cat,13,3754.6
1543,TRUE,Cat,12,4815.87
1544,TRUE,Dog,10,0
1545,FALSE,Cat,10,1327.1
1546,TRUE,Cat,5,0
1547,FALSE,Cat,7,0
1548,TRUE,Dog,14,975.18
1549,FALSE,Both,9,1290
1550,TRUE,Dog,4,0
1551,FALSE,Both,4,0
1552,FALSE,Both,9,3601.58
1553,FALSE,Dog,17,4321.98
1554,TRUE,Cat,18,954.86
1555,FALSE,Cat,7,5071.29
1556,FALSE,Cat,16,613.24
1557,TRUE,Dog,11,5814.94
1558,TRUE,Dog,14,2690.84
1559,FALSE,Dog,15,9184.33
1560,TRUE,Dog,8,2611.35
1561,TRUE,Both,11,1991.82
1562,TRUE,Both,6,2218.99
1563,TRUE,Cat,10,4845.18
1564,FALSE,Cat,11,0
1565,FALSE,Cat,8,593.15
1566,FALSE,Cat,10,501.78
1567,TRUE,Cat,11,0
1568,FALSE,Dog,7,3565.74
1569,FALSE,Dog,11,5747.81
1570,FALSE,Cat,9,1241.9
1571,TRUE,Dog,8,2650.77
1572,FALSE,Cat,10,3990.48
1573,FALSE,Dog,10,1301.86
1574,TRUE,Dog,13,3817.88
1575,FALSE,Cat,13,1070.94
1576,FALSE,Dog,8,0
1577,FALSE,Dog,13,1469.88
1578,TRUE,Dog,14,0
1579,TRUE,Dog,6,697.55
1580,FALSE,Cat,12,2555.24
1581,TRUE,Dog,13,4648.08
1582,TRUE,Cat,13,0
1583,TRUE,Cat,8,4477.23
1584,TRUE,Cat,17,1869.48
1585,FALSE,Cat,14,4072.87
1586,TRUE,Dog,9,0
1587,TRUE,Dog,13,0
1588,FALSE,Dog,6,2151.28
1589,TRUE,Cat,9,1095.35
1590,TRUE,Dog,15,1440.66
1591,FALSE,Dog,9,0
1592,TRUE,Cat,7,0
1593,TRUE,Cat,8,1865.02
1594,FALSE,Dog,10,0
1595,TRUE,Dog,14,5702.8
1596,TRUE,Cat,11,256.07
1597,TRUE,Cat,10,0
1598,TRUE,Dog,12,3894.96
1599,FALSE,Cat,6,1563.6
1600,TRUE,Cat,9,0
1601,FALSE,Cat,6,411.95
1602,TRUE,Cat,9,123.64
1603,TRUE,Dog,10,949.48
1604,TRUE,Dog,9,2636.32
1605,TRUE,Dog,12,3891.24
1606,FALSE,Dog,14,3954.48
1607,TRUE,Dog,11,4040.22
1608,FALSE,Dog,12,111.14
1609,TRUE,Cat,12,1130.64
1610,FALSE,Dog,9,615.8
1611,TRUE,Dog,20,4883.05
1612,TRUE,Dog,7,0
1613,FALSE,Cat,10,0
1614,TRUE,Dog,8,4362.81
1615,FALSE,Both,12,4996.78
1616,TRUE,Cat,9,5151.19
1617,TRUE,Dog,13,2203.31
