customer_id,add_to_cart,purchase,view,view_to_cart_rate,cart_to_purchase_rate
871,0,0,9,0.00,0.00
872,1,1,5,0.20,1.00
873,5,1,11,0.45,0.20
874,5,1,8,0.62,0.20
875,3,2,7,0.43,0.67
876,0,2,7,0.00,0.00
877,1,0,10,0.10,0.00
878,2,0,3,0.67,0.00
879,3,0,8,0.38,0.00
880,3,3,7,0.43,1.00
881,2,1,10,0.20,0.50
882,7,0,8,0.88,0.00
883,2,1,7,0.29,0.50
884,1,1,8,0.12,1.00
885,1,2,12,0.08,2.00
886,1,1,11,0.09,1.00
887,3,1,3,1.00,0.33
888,2,1,6,0.33,0.50
889,4,0,5,0.80,0.00
890,7,2,3,2.33,0.29
891,6,3,11,0.55,0.50
892,1,0,7,0.14,0.00
893,4,2,4,1.00,0.50
894,7,3,11,0.64,0.43
895,0,0,13,0.00,0.00
896,5,3,7,0.71,0.60
897,4,2,5,0.80,0.50
898,2,1,11,0.18,0.50
899,4,1,5,0.80,0.25
900,6,1,6,1.00,0.17
901,3,0,7,0.43,0.00
902,2,0,9,0.22,0.00
903,8,1,5,1.60,0.12
904,3,4,10,0.30,1.33
905,2,1,9,0.22,0.50
906,3,0,5,0.60,0.00
907,3,2,4,0.75,0.67
908,5,1,8,0.62,0.20
909,2,0,4,0.50,0.00
910,4,0,10,0.40,0.00
911,2,2,2,1.00,1.00
912,2,1,9,0.22,0.50
913,4,2,6,0.67,0.50
914,3,0,6,0.50,0.00
915,4,1,8,0.50,0.25
916,4,2,4,1.00,0.50
917,4,2,4,1.00,0.50
918,5,1,12,0.42,0.20
919,3,2,5,0.60,0.67
920,4,1,8,0.50,0.25
921,3,1,10,0.30,0.33
922,7,0,6,1.17,0.00
923,3,0,6,0.50,0.00
924,4,1,4,1.00,0.25
925,4,2,7,0.57,0.50
926,3,1,2,1.50,0.33
927,5,2,4,1.25,0.40
928,2,2,5,0.40,1.00
929,8,3,6,1.33,0.38
930,1,1,7,0.14,1.00
931,2,2,5,0.40,1.00
932,2,0,8,0.25,0.00
933,5,1,6,0.83,0.20
934,3,1,4,0.75,0.33
935,6,2,6,1.00,0.33
936,3,1,16,0.19,0.33
937,1,0,7,0.14,0.00
938,2,2,5,0.40,1.00
939,4,0,6,0.67,0.00
940,4,2,9,0.44,0.50
941,3,1,7,0.43,0.33
942,4,0,11,0.36,0.00
943,5,1,11,0.45,0.20
944,4,0,7,0.57,0.00
945,7,3,4,1.75,0.43
946,2,0,7,0.29,0.00
947,5,0,6,0.83,0.00
948,4,1,4,1.00,0.25
949,5,0,9,0.56,0.00
950,3,0,4,0.75,0.00
951,4,4,10,0.40,1.00
952,3,1,11,0.27,0.33
953,2,4,8,0.25,2.00
954,3,1,4,0.75,0.33
955,2,1,9,0.22,0.50
956,5,2,13,0.38,0.40
957,3,1,8,0.38,0.33
958,7,2,6,1.17,0.29
959,5,1,7,0.71,0.20
960,3,4,8,0.38,1.33
961,5,3,6,0.83,0.60
962,4,1,3,1.33,0.25
963,3,1,8,0.38,0.33
964,4,4,5,0.80,1.00
965,3,0,6,0.50,0.00
966,1,3,7,0.14,3.00
967,6,0,7,0.86,0.00
968,3,0,7,0.43,0.00
969,3,0,7,0.43,0.00
970,5,0,6,0.83,0.00
971,0,1,5,0.00,0.00
972,3,0,7,0.43,0.00
973,1,2,7,0.14,2.00
974,2,1,10,0.20,0.50
975,5,3,9,0.56,0.60
976,8,2,8,1.00,0.25
977,1,4,2,0.50,4.00
978,7,3,7,1.00,0.43
979,5,1,4,1.25,0.20
980,2,1,4,0.50,0.50
981,2,0,8,0.25,0.00
982,8,3,6,1.33,0.38
983,5,1,11,0.45,0.20
984,4,0,5,0.80,0.00
985,6,4,10,0.60,0.67
986,2,0,10,0.20,0.00
987,4,1,8,0.50,0.25
988,2,0,12,0.17,0.00
989,5,0,5,1.00,0.00
990,3,1,9,0.33,0.33
991,5,0,8,0.62,0.00
992,4,1,11,0.36,0.25
993,5,0,7,0.71,0.00
994,4,2,9,0.44,0.50
995,3,2,5,0.60,0.67
996,7,1,18,0.39,0.14
997,7,2,8,0.88,0.29
998,1,1,10,0.10,1.00
999,3,1,7,0.43,0.33
1000,1,1,6,0.17,1.00
1001,6,3,3,2.00,0.50
1002,4,1,5,0.80,0.25
1003,4,0,7,0.57,0.00
1004,5,0,7,0.71,0.00
1005,5,2,8,0.62,0.40
1006,3,0,12,0.25,0.00
1007,2,1,10,0.20,0.50
1008,7,1,5,1.40,0.14
1009,6,0,2,3.00,0.00
1010,6,4,9,0.67,0.67
1011,4,0,6,0.67,0.00
1012,5,0,4,1.25,0.00
1013,4,1,9,0.44,0.25
1014,5,1,5,1.00,0.20
1015,2,1,4,0.50,0.50
1016,3,2,12,0.25,0.67
1017,1,1,7,0.14,1.00
1018,2,2,5,0.40,1.00
1019,4,1,4,1.00,0.25
1020,5,2,11,0.45,0.40
1021,3,2,2,1.50,0.67
1022,3,0,6,0.50,0.00
1023,1,0,4,0.25,0.00
1024,2,0,9,0.22,0.00
1025,1,0,10,0.10,0.00
1026,2,1,7,0.29,0.50
1027,4,0,11,0.36,0.00
1028,4,1,11,0.36,0.25
1029,6,0,3,2.00,0.00
1030,1,1,5,0.20,1.00
1031,4,1,8,0.50,0.25
1032,5,4,8,0.62,0.80
1033,5,2,8,0.62,0.40
1034,1,3,10,0.10,3.00
1035,6,1,12,0.50,0.17
1036,2,1,12,0.17,0.50
1037,3,2,3,1.00,0.67
1038,3,2,5,0.60,0.67
1039,5,3,6,0.83,0.60
1040,2,0,10,0.20,0.00
1041,1,0,8,0.12,0.00
1042,2,1,12,0.17,0.50
1043,3,2,7,0.43,0.67
1044,6,3,9,0.67,0.50
1045,1,1,4,0.25,1.00
1046,3,2,4,0.75,0.67
1047,3,3,7,0.43,1.00
1048,2,2,7,0.29,1.00
1049,4,0,6,0.67,0.00
1050,5,1,12,0.42,0.20
1051,3,1,4,0.75,0.33
1052,6,3,8,0.75,0.50
1053,4,1,7,0.57,0.25
1054,4,6,5,0.80,1.50
1055,3,1,6,0.50,0.33
1056,0,2,6,0.00,0.00
1057,6,1,5,1.20,0.17
1058,3,2,4,0.75,0.67
1059,4,1,6,0.67,0.25
1060,3,1,12,0.25,0.33
1061,3,2,3,1.00,0.67
1062,2,2,8,0.25,1.00
1063,3,1,12,0.25,0.33
1064,2,0,8,0.25,0.00
1065,0,3,10,0.00,0.00
1066,1,1,6,0.17,1.00
1067,6,2,4,1.50,0.33
1068,4,1,12,0.33,0.25
1069,6,0,4,1.50,0.00
1070,3,2,5,0.60,0.67
1071,2,1,5,0.40,0.50
1072,6,2,8,0.75,0.33
1073,2,1,9,0.22,0.50
1074,6,1,9,0.67,0.17
1075,4,4,5,0.80,1.00
1076,4,2,7,0.57,0.50
1077,2,1,11,0.18,0.50
1078,4,1,10,0.40,0.25
1079,6,0,12,0.50,0.00
1080,1,0,2,0.50,0.00
1081,5,0,5,1.00,0.00
1082,6,1,5,1.20,0.17
1083,0,3,7,0.00,0.00
1084,2,1,5,0.40,0.50
1085,2,2,9,0.22,1.00
1086,3,1,11,0.27,0.33
1087,4,2,1,4.00,0.50
1088,5,0,7,0.71,0.00
1089,3,3,4,0.75,1.00
1090,3,0,3,1.00,0.00
1091,0,0,5,0.00,0.00
1092,4,0,7,0.57,0.00
1093,5,2,4,1.25,0.40
1094,4,2,3,1.33,0.50
1095,5,2,9,0.56,0.40
1096,4,1,8,0.50,0.25
1097,5,3,4,1.25,0.60
1098,1,1,5,0.20,1.00
1099,2,2,7,0.29,1.00
1100,2,1,6,0.33,0.50
1101,4,0,9,0.44,0.00
1102,3,1,11,0.27,0.33
1103,2,1,9,0.22,0.50
1104,9,0,9,1.00,0.00
1105,3,1,5,0.60,0.33
1106,4,1,13,0.31,0.25
1107,6,1,9,0.67,0.17
1108,5,0,4,1.25,0.00
1109,5,2,6,0.83,0.40
1110,4,1,8,0.50,0.25
1111,4,2,8,0.50,0.50
1112,3,2,12,0.25,0.67
1113,2,2,9,0.22,1.00
1114,4,1,10,0.40,0.25
1115,3,2,8,0.38,0.67
1116,4,0,5,0.80,0.00
1117,6,0,5,1.20,0.00
1118,6,0,7,0.86,0.00
1119,6,2,6,1.00,0.33
1120,1,2,3,0.33,2.00
1121,1,0,1,1.00,0.00
1122,2,2,9,0.22,1.00
1123,1,3,10,0.10,3.00
1124,5,0,4,1.25,0.00
1125,8,0,8,1.00,0.00
1126,5,2,9,0.56,0.40
1127,2,3,13,0.15,1.50
1128,1,0,6,0.17,0.00
1129,5,1,7,0.71,0.20
1130,4,1,10,0.40,0.25
1131,3,1,10,0.30,0.33
1132,3,1,12,0.25,0.33
1133,4,0,8,0.50,0.00
1134,4,1,5,0.80,0.25
1135,4,3,9,0.44,0.75
1136,2,2,6,0.33,1.00
1137,3,0,10,0.30,0.00
1138,7,3,10,0.70,0.43
1139,5,1,9,0.56,0.20
1140,1,3,9,0.11,3.00
1141,3,2,3,1.00,0.67
1142,3,1,11,0.27,0.33
1143,2,3,9,0.22,1.50
1144,5,0,11,0.45,0.00
1145,2,0,4,0.50,0.00
1146,2,0,5,0.40,0.00
1147,2,2,3,0.67,1.00
1148,5,1,8,0.62,0.20
1149,4,1,13,0.31,0.25
1150,2,2,8,0.25,1.00
1151,2,2,9,0.22,1.00
1152,6,3,7,0.86,0.50
1153,4,0,4,1.00,0.00
1154,3,1,5,0.60,0.33
1155,6,2,7,0.86,0.33
1156,3,3,6,0.50,1.00
1157,6,0,5,1.20,0.00
1158,3,1,6,0.50,0.33
1159,6,2,8,0.75,0.33
1160,3,0,6,0.50,0.00
1161,9,0,9,1.00,0.00
1162,4,1,8,0.50,0.25
1163,3,1,8,0.38,0.33
1164,6,1,7,0.86,0.17
1165,8,1,7,1.14,0.12
1166,6,2,9,0.67,0.33
1167,2,2,2,1.00,1.00
1168,3,0,4,0.75,0.00
1169,1,2,13,0.08,2.00
1170,1,1,4,0.25,1.00
1171,6,2,12,0.50,0.33
1172,1,2,5,0.20,2.00
1173,5,0,4,1.25,0.00
1174,4,2,8,0.50,0.50
1175,3,1,5,0.60,0.33
1176,1,1,4,0.25,1.00
1177,2,1,8,0.25,0.50
1178,2,0,8,0.25,0.00
1179,4,3,7,0.57,0.75
1180,6,4,9,0.67,0.67
1181,2,1,3,0.67,0.50
1182,3,1,6,0.50,0.33
1183,4,0,11,0.36,0.00
1184,5,0,7,0.71,0.00
1185,1,0,5,0.20,0.00
1186,4,0,6,0.67,0.00
1187,2,3,9,0.22,1.50
1188,4,1,4,1.00,0.25
1189,4,1,8,0.50,0.25
1190,1,0,8,0.12,0.00
1191,4,1,9,0.44,0.25
1192,4,2,3,1.33,0.50
1193,1,2,7,0.14,2.00
1194,4,0,8,0.50,0.00
1195,3,1,6,0.50,0.33
1196,8,4,5,1.60,0.50
1197,4,0,9,0.44,0.00
1198,1,2,9,0.11,2.00
1199,4,1,8,0.50,0.25
1200,6,0,6,1.00,0.00
1201,4,0,10,0.40,0.00
1202,2,1,5,0.40,0.50
1203,1,0,5,0.20,0.00
1204,3,2,6,0.50,0.67
1205,7,2,3,2.33,0.29
1206,2,1,12,0.17,0.50
1207,6,1,4,1.50,0.17
1208,4,0,8,0.50,0.00
1209,3,2,9,0.33,0.67
1210,4,0,3,1.33,0.00
1211,1,2,11,0.09,2.00
1212,4,1,7,0.57,0.25
1213,5,3,8,0.62,0.60
1214,3,1,8,0.38,0.33
1215,6,3,6,1.00,0.50
1216,1,2,3,0.33,2.00
1217,1,0,9,0.11,0.00
1218,1,1,8,0.12,1.00
1219,6,1,7,0.86,0.17
1220,5,0,10,0.50,0.00
1221,3,1,7,0.43,0.33
1222,4,1,8,0.50,0.25
1223,3,0,10,0.30,0.00
1224,3,1,5,0.60,0.33
1225,5,2,5,1.00,0.40
1226,3,1,3,1.00,0.33
1227,3,0,7,0.43,0.00
1228,3,0,5,0.60,0.00
1229,4,1,9,0.44,0.25
1230,1,1,7,0.14,1.00
1231,2,1,7,0.29,0.50
1232,5,2,9,0.56,0.40
1233,2,0,7,0.29,0.00
1234,3,2,12,0.25,0.67
1235,5,3,13,0.38,0.60
1236,5,2,6,0.83,0.40
1237,1,0,7,0.14,0.00
1238,2,2,2,1.00,1.00
1239,1,0,6,0.17,0.00
1240,4,0,9,0.44,0.00
1241,3,1,4,0.75,0.33
1242,4,1,5,0.80,0.25
1243,1,2,4,0.25,2.00
1244,5,2,9,0.56,0.40
1245,4,1,7,0.57,0.25
1246,5,1,5,1.00,0.20
1247,3,1,9,0.33,0.33
1248,5,1,4,1.25,0.20
1249,1,2,9,0.11,2.00
1250,2,0,4,0.50,0.00
1251,1,1,10,0.10,1.00
1252,7,2,6,1.17,0.29
1253,3,0,3,1.00,0.00
1254,3,0,4,0.75,0.00
1255,3,0,3,1.00,0.00
1256,3,1,9,0.33,0.33
1257,4,0,6,0.67,0.00
1258,4,1,7,0.57,0.25
1259,4,2,8,0.50,0.50
1260,5,1,10,0.50,0.20
1261,6,2,5,1.20,0.33
1262,1,0,12,0.08,0.00
1263,2,2,7,0.29,1.00
1264,2,2,4,0.50,1.00
1265,5,0,4,1.25,0.00
1266,6,1,5,1.20,0.17
1267,5,0,13,0.38,0.00
1268,2,0,8,0.25,0.00
1269,2,1,5,0.40,0.50
1270,5,1,6,0.83,0.20
1271,2,0,6,0.33,0.00
1272,3,0,6,0.50,0.00
1273,3,1,12,0.25,0.33
1274,0,1,11,0.00,0.00
1275,2,3,9,0.22,1.50
1276,2,1,7,0.29,0.50
1277,7,0,5,1.40,0.00
1278,4,1,7,0.57,0.25
1279,8,2,7,1.14,0.25
1280,5,0,5,1.00,0.00
1281,5,2,6,0.83,0.40
1282,3,1,10,0.30,0.33
1283,4,1,9,0.44,0.25
1284,2,1,8,0.25,0.50
1285,3,0,7,0.43,0.00
1286,3,2,8,0.38,0.67
1287,6,3,9,0.67,0.50
1288,5,0,7,0.71,0.00
1289,5,2,4,1.25,0.40
1290,7,4,7,1.00,0.57
1291,6,1,5,1.20,0.17
1292,4,1,4,1.00,0.25
1293,6,1,6,1.00,0.17
1294,3,1,7,0.43,0.33
1295,2,1,3,0.67,0.50
1296,4,0,6,0.67,0.00
1297,0,1,14,0.00,0.00
1298,6,1,9,0.67,0.17
1299,2,1,7,0.29,0.50
1300,5,1,4,1.25,0.20
1301,5,0,4,1.25,0.00
1302,5,0,8,0.62,0.00
1303,3,1,9,0.33,0.33
1304,5,0,3,1.67,0.00
1305,5,0,11,0.45,0.00
1306,5,1,12,0.42,0.20
1307,1,0,9,0.11,0.00
1308,0,1,6,0.00,0.00
1309,5,0,7,0.71,0.00
1310,4,1,9,0.44,0.25
1311,4,0,14,0.29,0.00
1312,3,1,10,0.30,0.33
1313,4,1,6,0.67,0.25
1314,5,0,8,0.62,0.00
1315,5,2,8,0.62,0.40
1316,3,1,5,0.60,0.33
1317,7,1,8,0.88,0.14
1318,2,0,3,0.67,0.00
1319,4,0,6,0.67,0.00
1320,4,0,8,0.50,0.00
1321,1,1,7,0.14,1.00
1322,3,2,5,0.60,0.67
1323,5,1,4,1.25,0.20
1324,6,1,2,3.00,0.17
1325,4,2,8,0.50,0.50
1326,5,1,4,1.25,0.20
1327,4,0,6,0.67,0.00
1328,5,1,9,0.56,0.20
1329,2,1,8,0.25,0.50
1330,4,2,9,0.44,0.50
1331,5,1,4,1.25,0.20
1332,6,1,7,0.86,0.17
1333,5,0,5,1.00,0.00
1334,3,0,4,0.75,0.00
1335,5,3,3,1.67,0.60
1336,9,1,8,1.12,0.11
1337,4,0,13,0.31,0.00
1338,3,2,6,0.50,0.67
1339,1,0,4,0.25,0.00
1340,4,3,7,0.57,0.75
1341,2,1,5,0.40,0.50
1342,2,1,6,0.33,0.50
1343,4,0,5,0.80,0.00
1344,4,1,7,0.57,0.25
1345,5,2,8,0.62,0.40
1346,6,2,7,0.86,0.33
1347,7,0,4,1.75,0.00
1348,5,1,10,0.50,0.20
1349,4,3,7,0.57,0.75
1350,6,0,5,1.20,0.00
1351,4,2,9,0.44,0.50
1352,1,2,9,0.11,2.00
1353,4,0,9,0.44,0.00
1354,6,1,2,3.00,0.17
1355,5,2,4,1.25,0.40
1356,4,2,8,0.50,0.50
1357,2,0,13,0.15,0.00
1358,2,1,10,0.20,0.50
1359,7,1,6,1.17,0.14
1360,6,1,5,1.20,0.17
1361,4,0,7,0.57,0.00
1362,7,3,7,1.00,0.43
1363,2,3,10,0.20,1.50
1364,2,1,7,0.29,0.50
1365,4,0,10,0.40,0.00
1366,5,0,9,0.56,0.00
1367,3,0,5,0.60,0.00
1368,4,3,7,0.57,0.75
1369,1,3,3,0.33,3.00
1370,8,1,3,2.67,0.12
1371,2,1,7,0.29,0.50
1372,4,0,8,0.50,0.00
1373,6,1,10,0.60,0.17
1374,5,0,7,0.71,0.00
1375,3,3,7,0.43,1.00
1376,1,0,6,0.17,0.00
1377,1,1,8,0.12,1.00
1378,1,2,11,0.09,2.00
1379,6,0,5,1.20,0.00
1380,2,0,5,0.40,0.00
1381,4,0,6,0.67,0.00
1382,2,0,8,0.25,0.00
1383,4,0,2,2.00,0.00
1384,2,4,10,0.20,2.00
1385,3,3,9,0.33,1.00
1386,1,1,9,0.11,1.00
1387,3,2,10,0.30,0.67
1388,2,1,8,0.25,0.50
1389,5,0,6,0.83,0.00
1390,0,1,8,0.00,0.00
1391,2,1,9,0.22,0.50
1392,1,3,5,0.20,3.00
1393,9,3,3,3.00,0.33
1394,3,1,10,0.30,0.33
1395,2,0,7,0.29,0.00
1396,3,1,3,1.00,0.33
1397,0,3,9,0.00,0.00
1398,2,0,7,0.29,0.00
1399,7,2,8,0.88,0.29
1400,7,2,8,0.88,0.29
1401,3,2,7,0.43,0.67
1402,4,0,12,0.33,0.00
1403,8,0,5,1.60,0.00
1404,4,2,7,0.57,0.50
1405,3,1,4,0.75,0.33
1406,4,0,7,0.57,0.00
1407,4,2,9,0.44,0.50
1408,1,0,9,0.11,0.00
1409,9,0,7,1.29,0.00
1410,3,1,9,0.33,0.33
1411,1,4,6,0.17,4.00
1412,4,1,14,0.29,0.25
1413,3,1,6,0.50,0.33
1414,2,1,5,0.40,0.50
1415,3,1,4,0.75,0.33
1416,1,0,9,0.11,0.00
1417,1,2,4,0.25,2.00
1418,8,0,10,0.80,0.00
1419,8,1,5,1.60,0.12
1420,4,1,8,0.50,0.25
1421,3,1,7,0.43,0.33
1422,4,2,7,0.57,0.50
1423,6,1,5,1.20,0.17
1424,5,0,4,1.25,0.00
1425,10,0,7,1.43,0.00
1426,2,1,9,0.22,0.50
1427,4,0,10,0.40,0.00
1428,0,2,8,0.00,0.00
1429,5,0,4,1.25,0.00
1430,0,1,8,0.00,0.00
1431,7,2,7,1.00,0.29
1432,1,1,10,0.10,1.00
1433,13,1,8,1.62,0.08
1434,5,1,11,0.45,0.20
1435,2,2,4,0.50,1.00
1436,4,0,6,0.67,0.00
1437,3,1,7,0.43,0.33
1438,2,1,4,0.50,0.50
1439,4,0,7,0.57,0.00
1440,0,0,12,0.00,0.00
1441,4,3,13,0.31,0.75
1442,5,4,13,0.38,0.80
1443,6,0,8,0.75,0.00
1444,3,2,4,0.75,0.67
1445,7,0,12,0.58,0.00
1446,2,4,5,0.40,2.00
1447,3,0,6,0.50,0.00
1448,3,1,9,0.33,0.33
1449,1,3,12,0.08,3.00
1450,2,1,6,0.33,0.50
1451,4,1,7,0.57,0.25
1452,2,0,6,0.33,0.00
1453,2,0,5,0.40,0.00
1454,2,1,8,0.25,0.50
1455,6,0,9,0.67,0.00
1456,2,0,5,0.40,0.00
1457,6,1,5,1.20,0.17
1458,2,0,8,0.25,0.00
1459,1,0,9,0.11,0.00
1460,0,1,8,0.00,0.00
1461,3,2,5,0.60,0.67
1462,7,2,5,1.40,0.29
1463,3,0,9,0.33,0.00
1464,1,1,8,0.12,1.00
1465,3,1,6,0.50,0.33
1466,1,0,5,0.20,0.00
1467,5,0,6,0.83,0.00
1468,3,2,10,0.30,0.67
1469,4,1,3,1.33,0.25
1470,1,2,12,0.08,2.00
1471,5,1,1,5.00,0.20
1472,1,2,7,0.14,2.00
1473,4,1,9,0.44,0.25
1474,4,1,6,0.67,0.25
1475,3,3,9,0.33,1.00
1476,6,1,10,0.60,0.17
1477,2,2,9,0.22,1.00
1478,3,3,8,0.38,1.00
1479,7,0,11,0.64,0.00
1480,6,1,6,1.00,0.17
1481,3,0,7,0.43,0.00
1482,4,0,7,0.57,0.00
1483,5,2,8,0.62,0.40
1484,3,0,10,0.30,0.00
1485,3,0,7,0.43,0.00
1486,5,1,7,0.71,0.20
1487,4,0,5,0.80,0.00
1488,3,2,10,0.30,0.67
1489,1,0,6,0.17,0.00
1490,5,0,9,0.56,0.00
1491,6,0,7,0.86,0.00
1492,7,4,8,0.88,0.57
1493,3,1,7,0.43,0.33
1494,6,0,7,0.86,0.00
1495,2,0,3,0.67,0.00
1496,3,1,11,0.27,0.33
1497,2,0,8,0.25,0.00
1498,1,1,8,0.12,1.00
1499,1,2,14,0.07,2.00
1500,1,0,15,0.07,0.00
1501,9,3,13,0.69,0.33
1502,7,1,4,1.75,0.14
1503,4,1,9,0.44,0.25
1504,3,2,10,0.30,0.67
1505,6,0,5,1.20,0.00
1506,1,0,7,0.14,0.00
1507,4,1,13,0.31,0.25
1508,8,0,6,1.33,0.00
1509,3,0,9,0.33,0.00
1510,3,2,5,0.60,0.67
1511,4,1,8,0.50,0.25
1512,7,2,11,0.64,0.29
1513,3,0,9,0.33,0.00
1514,4,2,8,0.50,0.50
1515,5,0,3,1.67,0.00
1516,6,1,7,0.86,0.17
1517,7,0,12,0.58,0.00
1518,4,0,12,0.33,0.00
1519,5,1,13,0.38,0.20
1520,3,0,3,1.00,0.00
1521,7,1,4,1.75,0.14
1522,7,1,9,0.78,0.14
1523,2,1,6,0.33,0.50
1524,3,0,4,0.75,0.00
1525,5,0,10,0.50,0.00
1526,2,0,7,0.29,0.00
1527,7,0,4,1.75,0.00
1528,2,3,7,0.29,1.50
1529,7,1,7,1.00,0.14
1530,6,5,4,1.50,0.83
1531,3,0,8,0.38,0.00
1532,4,1,14,0.29,0.25
1533,3,2,8,0.38,0.67
1534,5,3,8,0.62,0.60
1535,6,2,8,0.75,0.33
1536,1,1,5,0.20,1.00
1537,4,3,8,0.50,0.75
1538,1,3,5,0.20,3.00
1539,8,1,9,0.89,0.12
1540,4,3,6,0.67,0.75
1541,2,2,7,0.29,1.00
1542,4,3,5,0.80,0.75
1543,5,0,7,0.71,0.00
1544,4,3,2,2.00,0.75
1545,3,1,7,0.43,0.33
1546,4,2,5,0.80,0.50
1547,4,2,9,0.44,0.50
1548,4,1,10,0.40,0.25
1549,6,2,8,0.75,0.33
1550,4,1,5,0.80,0.25
1551,6,3,7,0.86,0.50
1552,1,0,12,0.08,0.00
1553,1,2,8,0.12,2.00
1554,4,4,9,0.44,1.00
1555,5,1,10,0.50,0.20
1556,1,2,14,0.07,2.00
1557,4,1,4,1.00,0.25
1558,4,0,4,1.00,0.00
1559,2,1,10,0.20,0.50
1560,4,3,7,0.57,0.75
1561,3,0,7,0.43,0.00
1562,6,1,6,1.00,0.17
1563,3,0,8,0.38,0.00
1564,4,2,8,0.50,0.50
1565,3,2,12,0.25,0.67
1566,6,0,3,2.00,0.00
1567,4,3,8,0.50,0.75
1568,7,3,8,0.88,0.43
1569,3,3,7,0.43,1.00
1570,3,1,2,1.50,0.33
1571,3,0,11,0.27,0.00
1572,4,1,4,1.00,0.25
1573,2,1,5,0.40,0.50
1574,1,1,12,0.08,1.00
1575,3,3,6,0.50,1.00
1576,5,1,3,1.67,0.20
1577,3,1,3,1.00,0.33
1578,3,0,7,0.43,0.00
1579,2,3,4,0.50,1.50
1580,0,3,8,0.00,0.00
1581,6,2,2,3.00,0.33
1582,3,1,7,0.43,0.33
1583,9,6,14,0.64,0.67
1584,3,1,9,0.33,0.33
1585,6,2,4,1.50,0.33
1586,5,0,6,0.83,0.00
1587,2,1,7,0.29,0.50
1588,0,1,7,0.00,0.00
1589,3,2,6,0.50,0.67
1590,1,1,6,0.17,1.00
1591,5,2,6,0.83,0.40
1592,7,2,12,0.58,0.29
1593,1,0,9,0.11,0.00
1594,4,1,8,0.50,0.25
1595,3,2,7,0.43,0.67
1596,2,0,11,0.18,0.00
1597,4,1,10,0.40,0.25
1598,4,1,6,0.67,0.25
1599,3,1,8,0.38,0.33
1600,3,1,4,0.75,0.33
1601,2,1,9,0.22,0.50
1602,2,0,9,0.22,0.00
1603,3,0,6,0.50,0.00
1604,5,1,7,0.71,0.20
1605,4,3,7,0.57,0.75
1606,2,0,9,0.22,0.00
1607,1,2,7,0.14,2.00
1608,3,2,2,1.50,0.67
1609,5,3,4,1.25,0.60
1610,2,1,7,0.29,0.50
1611,6,3,8,0.75,0.50
1612,6,1,8,0.75,0.17
1613,9,1,4,2.25,0.11
1614,3,1,3,1.00,0.33
1615,2,4,10,0.20,2.00
1616,1,0,6,0.17,0.00
1617,2,0,9,0.22,0.00
1618,5,1,4,1.25,0.20
1619,9,2,6,1.50,0.22
1620,4,0,8,0.50,0.00
1621,1,3,6,0.17,3.00
1622,5,0,7,0.71,0.00
1623,4,1,11,0.36,0.25
1624,2,1,7,0.29,0.50
1625,2,2,10,0.20,1.00
1626,3,1,9,0.33,0.33
1627,6,2,6,1.00,0.33
1628,6,1,6,1.00,0.17
1629,0,0,2,0.00,0.00
1630,6,0,10,0.60,0.00
1631,3,1,4,0.75,0.33
1632,1,0,5,0.20,0.00
1633,5,2,4,1.25,0.40
1634,5,2,3,1.67,0.40
1635,3,2,4,0.75,0.67
1636,2,3,12,0.17,1.50
1637,2,0,5,0.40,0.00
1638,3,0,8,0.38,0.00
1639,5,3,6,0.83,0.60
1640,4,0,7,0.57,0.00
1641,3,1,10,0.30,0.33
1642,3,1,3,1.00,0.33
1643,5,5,3,1.67,1.00
1644,2,3,10,0.20,1.50
1645,3,2,11,0.27,0.67
1646,2,0,4,0.50,0.00
1647,4,2,8,0.50,0.50
1648,3,0,8,0.38,0.00
1649,4,2,8,0.50,0.50
1650,0,1,11,0.00,0.00
1651,5,1,8,0.62,0.20
1652,4,0,7,0.57,0.00
1653,5,0,8,0.62,0.00
1654,4,1,9,0.44,0.25
1655,5,2,8,0.62,0.40
1656,0,1,3,0.00,0.00
1657,5,0,7,0.71,0.00
1658,3,0,5,0.60,0.00
1659,2,1,9,0.22,0.50
1660,2,2,8,0.25,1.00
1661,3,0,4,0.75,0.00
1662,3,1,4,0.75,0.33
1663,4,0,4,1.00,0.00
1664,3,0,6,0.50,0.00
1665,3,2,6,0.50,0.67
1666,1,0,6,0.17,0.00
1667,2,0,8,0.25,0.00
1668,5,0,13,0.38,0.00
1669,2,0,7,0.29,0.00
1670,5,0,11,0.45,0.00
1671,2,0,5,0.40,0.00
1672,4,1,8,0.50,0.25
1673,5,1,12,0.42,0.20
1674,2,5,6,0.33,2.50
1675,3,3,7,0.43,1.00
1676,4,2,6,0.67,0.50
1677,2,0,8,0.25,0.00
1678,2,0,11,0.18,0.00
1679,2,1,4,0.50,0.50
1680,4,0,8,0.50,0.00
1681,3,2,6,0.50,0.67
1682,4,2,7,0.57,0.50
1683,2,1,7,0.29,0.50
1684,6,1,5,1.20,0.17
1685,5,0,8,0.62,0.00
1686,2,0,6,0.33,0.00
1687,3,2,4,0.75,0.67
1688,2,2,3,0.67,1.00
1689,3,0,5,0.60,0.00
1690,5,2,5,1.00,0.40
1691,3,0,8,0.38,0.00
1692,7,1,11,0.64,0.14
1693,2,1,9,0.22,0.50
1694,3,1,2,1.50,0.33
1695,1,1,9,0.11,1.00
1696,1,3,6,0.17,3.00
1697,4,0,4,1.00,0.00
1698,2,1,8,0.25,0.50
